9125
23554	下跌	2
10987	下跪	7
2386	下身	31
4755	下过	15
13012	下铺	3
21863	下问	3
19008	下降	2
13700	下院	2
22846	下陷	2
104	下雨	2
23453	下雪	3
1989	下面	49
16833	下颚	5
10683	下风	16
527	下首	12
6530	下马	60
8249	不一	14
1573	不下	53
6210	不下于	3
20583	不严	2
225	不为	26
7407	不久	62
20127	不义	8
23662	不乏	4
50	不乐	9
16779	不乱	3
1848	不了	130
13419	不予	4
6754	不争	5
5947	不二	6
23592	不亚于	2
18854	不亢不卑	3
21443	不交	3
7008	不仁	11
24981	不仁不义	2
12543	不仅	3
781	不以	61
12635	不以为奇	6
782	不以为意	9
884	不以为然	8
8364	不休	42
1116	不会	406
18298	不会错	4
8320	不伤	16
7452	不伦不类	3
4802	不似	30
8331	不但	75
580	不住	398
2247	不作	56
2248	不作声	24
11127	不作数	5
10113	不使	13
19045	不依	7
1032	不便	89
226	不信	65
14771	不值	9
13733	不偏	3
20888	不偏不倚	2
1594	不停	58
17345	不先	4
5332	不光	8
15627	不克	6
4878	不免	102
8106	不免有些	4
22947	不入	5
12311	不公	4
16843	不共戴天	10
6686	不关	15
17650	不关我事	3
656	不再	139
9344	不准	9
5848	不减	8
14483	不凡	26
3574	不出	286
4024	不分	17
17553	不分青红	2
17554	不分青红皂白	2
8970	不利	30
17833	不利于	5
1340	不到	303
22082	不前	2
4349	不加	42
24355	不务正业	2
1117	不动	154
12515	不动声色	16
10301	不单	2
21294	不即不离	2
16945	不厌	5
2869	不及	158
9991	不受	23
11304	不变	6
885	不可	447
13684	不可一世	3
11665	不可不	17
15026	不可同日而语	7
12115	不可名状	2
9066	不可开交	6
11704	不可思议	10
10126	不可收拾	3
17064	不可理喻	3
198	不吃	27
10194	不合	17
10195	不合情理	2
7266	不同	340
16907	不同之处	2
19854	不同寻常	2
21308	不同点	3
14958	不吝	2
14959	不吝赐教	2
11279	不听使唤	2
11354	不听话	4
2387	不周	9
9097	不善	14
11572	不因	5
1236	不在	95
1237	不在乎	10
13947	不在意	8
24317	不在话下	2
9305	不坏	8
5589	不堪	28
18485	不堪一击	2
3346	不备	2
19452	不复	3
17978	不外	3
105	不多	119
4041	不多时	72
3194	不够	29
2222	不大	67
6304	不大好	7
2223	不大清楚	3
23504	不太好	2
12184	不失	16
991	不好	160
2644	不好受	3
2945	不好意思	5
8250	不好玩	4
1288	不如	150
23248	不如意	3
4038	不妙	27
5999	不妥	32
4441	不妨	56
14617	不嫌	3
13308	不存	6
19440	不孝	10
5548	不学	14
23694	不学无术	2
13120	不守	14
8067	不安	25
3771	不定	175
3113	不宜	13
19228	不实	5
4216	不容	61
10435	不寒而栗	4
2610	不对	96
23721	不对劲	2
2611	不对头	3
25040	不封	2
3421	不小	62
1702	不少	143
2164	不尽	40
8796	不屈	17
4662	不屑	16
15430	不巧	2
886	不已	20
14047	不干不净	4
2779	不平	54
23632	不平道人	38
7080	不幸	26
20724	不幸逝世	2
12919	不应	3
2480	不开	46
23065	不弃	2
1527	不弱	25
12855	不强	5
11841	不当	10
8938	不待	6
1082	不得	416
3532	不得不	27
2716	不得了	39
15796	不得其法	4
22404	不得好死	4
7359	不得已	10
18262	不得有误	3
5387	不必	149
17140	不必要	2
1278	不忍	33
6928	不忍心	2
9579	不忙	9
5549	不忠	10
2249	不快	31
1990	不念	6
22186	不念旧恶	2
23742	不忿	4
7251	不怀好意	12
1310	不怎么	11
2593	不怕	78
3620	不怕死	6
9873	不急	8
11467	不怪	10
25085	不息	2
15437	不悦	7
14599	不情之请	2
24856	不惑	2
12890	不惜	9
1410	不惧	12
2122	不惯	5
2767	不想	101
24208	不愁	2
5932	不愉	4
5700	不意	23
14657	不愧	5
17540	不愧为	2
21158	不懂事	2
1838	不成	170
24301	不成体统	2
19972	不成器	5
23005	不成材	3
1839	不成话	13
1906	不打紧	24
1821	不报	13
14227	不拘	5
19743	不拘小节	2
4060	不择	3
14847	不挡	2
10832	不揍	2
10146	不支	4
16696	不收	4
3669	不放	52
21307	不放过	2
8648	不敌	27
705	不敢	468
10422	不敢当	19
7583	不散	9
5244	不敬	19
783	不料	166
4217	不断	56
7624	不无	3
7625	不无小补	2
15619	不早	5
4709	不明	79
3073	不易	70
18795	不是味儿	3
2946	不是故意	6
3917	不显	5
17445	不晓	4
14934	不暇	12
7915	不曾	7
9147	不替	3
2612	不服	34
13707	不服气	5
1892	不来	76
2426	不枉	13
16982	不止	15
10218	不正	10
18248	不正经	2
14104	不死心	4
7235	不求	12
20053	不治	3
15371	不法	2
16324	不测	5
3852	不济	2
6077	不清不楚	2
1625	不满	9
13649	不灭	2
7549	不灵	16
14283	不点	5
14256	不烦	3
11383	不然	24
9023	不熟	6
15407	不爽	2
20336	不犯	5
4564	不理	105
21463	不理不睬	2
18339	不甘	11
706	不用	209
8682	不用说	13
11058	不用谢	3
2314	不由	307
2315	不由得	259
9448	不由自主	27
22451	不男不女	2
8072	不畅	5
13668	不畏	7
1991	不留	15
20943	不疾不徐	2
2528	不痛	15
19491	不白	3
8047	不相干	28
18148	不相称	5
8939	不省人事	2
2699	不着	61
16169	不着边际	2
2870	不睬	11
657	不知	885
9952	不知不觉	9
15592	不知其二	4
6512	不知去向	24
784	不知天高地厚	5
17047	不知好歹	7
9992	不知情	4
14981	不知所云	6
17385	不知者	5
23362	不知轻重	2
15000	不破	7
10873	不碍	5
21197	不祥	2
992	不禁	214
15240	不离	15
19076	不移	3
17004	不稳	4
10182	不竭	3
16065	不端	5
23992	不笨	2
471	不等	53
1068	不算	45
18576	不算什么	3
9970	不算数	5
7626	不管	35
20031	不管怎样	6
8822	不累	4
23126	不繁	2
1771	不约	20
1772	不约而同	19
4233	不纯	7
15322	不经	7
15323	不经意	2
6134	不绝	66
7789	不绝于耳	2
7047	不缩	2
3133	不置	6
3134	不置可否	3
1150	不耐	27
1151	不耐烦	21
22343	不肖	9
1703	不肯	227
8101	不胜	40
968	不能	560
1488	不能不	17
1341	不脱	15
3703	不自	73
5812	不自在	2
3704	不自禁	44
16318	不自量	11
16319	不自量力	11
3644	不致	46
3645	不致于	2
22722	不良	8
8756	不苦	4
10684	不落	4
16811	不薄	2
8981	不虚	35
11588	不虞	2
8255	不行	33
18371	不衰	4
16553	不装	4
2972	不要	114
10752	不要紧	9
3628	不要脸	16
1677	不见	207
23593	不见天日	3
2727	不见得	30
24274	不见经传	2
4025	不规矩	2
1528	不觉	43
4498	不解	23
7384	不言	19
19596	不言不语	5
18543	不计	6
18544	不计其数	5
5494	不让	43
6640	不讲理	6
9533	不讲道理	2
8729	不讳	2
1946	不许	99
993	不论	87
12964	不论如何	9
3589	不论是	16
3590	不论是谁	7
3237	不识	53
6610	不识好歹	7
6611	不识泰山	3
4565	不该	50
2388	不详	2
3575	不语	38
5180	不误	2
15860	不请自来	2
17135	不豫	4
9059	不负	6
8774	不费	9
8989	不费吹灰之力	4
11137	不赖	3
1547	不足	67
20964	不足为外	4
20965	不足为外人道	4
14912	不足为奇	6
18430	不足以	11
19855	不足道	3
16916	不轨	2
10884	不轻	18
22742	不辍	3
9711	不辞	11
51	不过	561
15880	不过如此	4
3744	不远	19
6646	不迟	35
12972	不退	7
21201	不适	2
6682	不逊	9
14913	不逊于	2
707	不通	31
17981	不逞	2
20690	不速之客	3
6248	不避	5
6089	不配	9
7916	不醒	6
2973	不重	8
2083	不错	205
21250	不长	5
21251	不长进	2
9130	不问	19
17934	不问青红皂白	2
1083	不防	10
19002	不降	4
11175	不难	29
7145	不雅	6
7146	不雅观	2
1152	不露	16
7894	不顺	8
10050	不须	17
8188	不顾	35
22708	不骗你	3
12827	不齐	6
19164	不齿	7
581	与	614
23523	与世无争	2
19119	与众不同	8
17813	与其	7
23490	与日俱增	3
17632	丐	76
5515	丐帮	387
7917	丑	35
11645	丑事	5
8321	丑八怪	15
19291	丑态	4
20395	丑恶	3
6341	丑时	2
8672	丑死	2
5933	丑脸	4
227	丑陋	25
3042	专	23
9627	专心	17
12060	专注	5
20960	专门	3
1822	且	126
23319	且不说	2
2379	且慢	35
15961	且说	3
3449	世	30
3962	世上	94
12668	世世	7
12669	世世代代	5
8704	世事	2
453	世人	20
12544	世代	10
12545	世代相传	2
21719	世传	2
14366	世俗	7
18107	世务	5
22798	世外	2
10974	世子	25
12185	世家	10
12678	世居	2
11062	世故	3
14324	世武	7
11798	世界	20
24636	世系	2
24528	世豪杰	2
3255	世间	26
23375	世面	2
12800	丙	2
13764	业	12
3043	业师	9
19256	业报	6
2758	丛	19
15451	丛山	2
9111	丛生	3
528	东	50
16680	东乡	2
20298	东京	2
16517	东倒西歪	2
708	东北	23
18947	东北方	5
7573	东北角	9
7408	东升	2
3347	东南	24
21775	东南方	6
4269	东南西北	6
9364	东南角	8
19384	东厢	2
13669	东去	3
4270	东向	3
4271	东向西	2
24191	东土	4
4967	东壁	3
18827	东大	4
3918	东宗掌	4
4026	东宗西	4
14029	东张西	8
14030	东张西望	7
8730	东拉西扯	5
2754	东方	13
22920	东晋	2
18878	东来	10
24164	东林	3
24165	东林寺	2
21124	东流	2
16683	东海	6
12361	东翻西	2
10493	东行	8
529	东西	125
14574	东西南北	2
20299	东路	2
2759	东边	18
14131	东门	6
10640	东闪西	4
12359	东问西	2
22061	东面	2
4879	东首	18
228	丝	13
10885	丝丝	8
22426	丝丝入扣	3
15830	丝带	2
709	丝毫	149
1464	丝毫无损	2
22579	丝竹	8
21206	丝绳	4
20990	丝网	3
1489	丢	27
16579	丢人	3
16580	丢人现眼	2
21101	丢入	2
21499	丢到	2
9306	丢脸	7
530	两	577
22375	两一	2
19139	两万	3
19009	两丈	3
1394	两下	42
3195	两下子	2
3022	两个	260
2250	两件	21
2251	两件事	9
3963	两位	126
3238	两侧	7
15047	两全	3
15048	两全其美	3
9866	两具	9
7386	两刀	5
15867	两列	4
21849	两副	2
13714	两匹	7
15034	两匹马	4
11081	两半	9
3478	两口	7
2043	两句	38
2044	两句话	24
1883	两只	32
1834	两名	97
17860	两员	2
7275	两响	8
14636	两国	17
20246	两圈	2
7834	两块	9
1704	两声	74
2645	两处	22
3711	两天	15
14024	两头	10
710	两宗	3
21097	两家	5
10267	两寸	6
25108	两封	2
25109	两封信	2
6790	两尺	11
8842	两岁	5
3964	两年	6
18381	两广	2
15115	两度	3
5453	两座	3
24058	两式	2
6135	两张	2
24794	两情相悦	2
9771	两成	3
1440	两截	16
16515	两扇	6
19080	两把	3
11199	两招	13
6136	两拳	4
8020	两排	6
11123	两撇	3
18541	两支	3
10536	两斤	5
6555	两旁	21
20465	两日	5
16011	两朵	4
1311	两条	47
15787	两条腿	4
1312	两条路	3
7225	两枚	7
