document,topicId,distribution,period
1939,1,0.7814,7
1940,0,0.267,7
1940,1,0.733,7
1941,0,0.3004,7
1941,1,0.6996,7
1942,0,0.2728,7
1942,1,0.7272,7
1943,0,0.3182,7
1943,1,0.6818,7
1944,0,0.2409,7
1944,1,0.7591,7
1945,0,0.3696,7
1945,1,0.6304,7
1946,0,0.52,7
1946,1,0.48,7
1947,0,0.5898,7
1947,1,0.4102,7
1948,0,0.4185,7
1948,1,0.5815,7
1949,0,0.533,7
1949,1,0.467,7
1950,0,0.2147,7
1950,1,0.7853,7
1951,0,0.1336,7
1951,1,0.8664,7
1952,0,0.362,7
1952,1,0.638,7
1953,0,0.3662,7
1953,1,0.6338,7
1954,0,0.2686,7
1954,1,0.7314,7
1955,0,0.3194,7
1955,1,0.6806,7
1956,0,0.3604,7
1956,1,0.6396,7
1957,0,0.2806,7
1957,1,0.7194,7
1958,0,0.229,7
1958,1,0.771,7
1959,0,0.2197,7
1959,1,0.7803,7
1960,0,0.115,7
1960,1,0.885,7
1961,0,0.3463,7
1961,1,0.6537,7
1962,0,0.1631,7
1962,1,0.8369,7
1963,0,0.3001,7
1963,1,0.6999,7
1964,0,0.5,7
1964,1,0.5,7
1965,0,0.2731,7
1965,1,0.7269,7
1966,0,0.288,7
1966,1,0.712,7
1967,0,0.3637,7
1967,1,0.6363,7
1968,0,0.467,7
1968,1,0.533,7
1969,0,0.3187,7
1969,1,0.6813,7
1970,0,0.4231,7
1970,1,0.5769,7
1971,0,0.3705,7
1971,1,0.6295,7
1972,0,0.394,7
1972,1,0.606,7
1973,0,0.6428,7
1973,1,0.3572,7
1974,0,0.5588,7
1974,1,0.4412,7
1975,0,0.528,7
1975,1,0.472,7
1976,0,0.1706,7
1976,1,0.8294,7
1977,0,0.1684,7
1977,1,0.8316,7
1978,0,0.3454,7
1978,1,0.6546,7
1979,0,0.2504,7
1979,1,0.7496,7
1980,0,0.4001,7
1980,1,0.5999,7
1981,0,0.1468,7
1981,1,0.8532,7
1982,0,0.2377,7
1982,1,0.7623,7
1983,0,0.1311,7
1983,1,0.8689,7
1984,0,0.1005,7
1984,1,0.8995,7
1985,0,0.1112,7
1985,1,0.8888,7
1986,0,0.1818,7
1986,1,0.8182,7
1987,0,0.2743,7
1987,1,0.7257,7
1988,0,0.2495,7
1988,1,0.7505,7
1989,0,0.2944,7
1989,1,0.7056,7
1990,0,0.28,7
1990,1,0.72,7
1991,0,0.2159,7
1991,1,0.7841,7
1992,0,0.176,7
1992,1,0.824,7
1993,0,0.1508,7
1993,1,0.8492,7
1994,0,0.1429,7
1994,1,0.8571,7
1995,0,0.2389,7
1995,1,0.7611,7
1996,0,0.2209,7
1996,1,0.7791,7
1997,0,0.2649,7
1997,1,0.7351,7
1998,0,0.4192,7
1998,1,0.5808,7
1999,0,0.3971,7
1999,1,0.6029,7
2000,0,0.2727,7
2000,1,0.7273,7
2001,0,0.112,7
2001,1,0.888,7
2002,0,0.1675,7
2002,1,0.8325,7
2003,0,0.2043,7
2003,1,0.7957,7
2004,0,0.2615,7
2004,1,0.7385,7
2005,0,0.2642,7
2005,1,0.7358,7
2006,0,0.286,7
2006,1,0.714,7
2007,0,0.3126,7
2007,1,0.6874,7
2008,0,0.4194,7
2008,1,0.5806,7
2009,0,0.2781,7
2009,1,0.7219,7
2010,0,0.5336,7
2010,1,0.4664,7
2011,0,0.446,7
2011,1,0.554,7
2012,0,0.4486,7
2012,1,0.5514,7
2013,0,0.6086,7
2013,1,0.3914,7
2014,0,0.3961,7
2014,1,0.6039,7
2015,0,0.4409,7
2015,1,0.5591,7
2016,0,0.6152,7
2016,1,0.3848,7
2017,0,0.8566,7
2017,1,0.1434,7
2018,0,0.3105,7
2018,1,0.6895,7
2019,0,0.2657,7
2019,1,0.7343,7
2020,0,0.2646,7
2020,1,0.7354,7
2021,0,0.4202,7
2021,1,0.5798,7
2022,0,0.5,7
2022,1,0.5,7
2023,0,0.5263,7
2023,1,0.4737,7
2024,0,0.4706,7
2024,1,0.5294,7
2025,0,0.4376,7
2025,1,0.5624,7
2026,0,0.3289,7
2026,1,0.6711,7
2027,0,0.1639,7
2027,1,0.8361,7
2028,0,0.2267,7
2028,1,0.7733,7
2029,0,0.0011,7
2029,1,0.9989,7
2030,0,0.3608,7
2030,1,0.6392,7
2031,0,0.2159,7
2031,1,0.7841,7
2032,0,0.2756,7
2032,1,0.7244,7
2033,0,0.195,7
2033,1,0.805,7
2034,0,0.1883,7
2034,1,0.8117,7
2035,0,0.2133,7
2035,1,0.7867,7
2036,0,0.2964,7
2036,1,0.7036,7
2037,0,0.0459,7
2037,1,0.9541,7
2038,0,0.2047,7
2038,1,0.7953,7
2039,0,0.2228,7
2039,1,0.7772,7
2040,0,0.3754,7
2040,1,0.6246,7
2041,0,0.1998,7
2041,1,0.8002,7
2042,0,0.2356,7
2042,1,0.7644,7
2043,0,0.19,7
2043,1,0.81,7
2044,0,0.3127,7
2044,1,0.6873,7
2045,0,0.3594,7
2045,1,0.6406,7
2046,0,0.3473,7
2046,1,0.6527,7
2047,0,0.3501,7
2047,1,0.6499,7
2048,0,0.3799,7
2048,1,0.6201,7
2049,0,0.5869,7
2049,1,0.4131,7
2050,0,0.3844,7
2050,1,0.6156,7
2051,0,0.1045,7
2051,1,0.8955,7
2052,0,0.1363,7
2052,1,0.8637,7
2053,0,0.5371,7
2053,1,0.4629,8
2054,0,0.3607,8
2054,1,0.6393,8
2055,0,0.3031,8
2055,1,0.6969,8
2056,0,0.5349,8
2056,1,0.4651,8
2057,0,0.2823,8
2057,1,0.7177,8
2058,0,0.4332,8
2058,1,0.5668,8
2059,0,0.4849,8
2059,1,0.5151,8
2060,0,0.2594,8
2060,1,0.7406,8
2061,0,0.5471,8
2061,1,0.4529,8
2062,0,0.3336,8
2062,1,0.6664,8
2063,0,0.654,8
2063,1,0.346,8
2064,0,0.1603,8
2064,1,0.8397,8
2065,0,0.2722,8
2065,1,0.7278,8
2066,0,0.5,8
2066,1,0.5,8
2067,0,0.6247,8
2067,1,0.3753,8
2068,0,0.3924,8
2068,1,0.6076,8
2069,0,0.2495,8
2069,1,0.7505,8
2070,0,0.4132,8
2070,1,0.5868,8
2071,0,0.2756,8
2071,1,0.7244,8
2072,0,0.5,8
2072,1,0.5,8
2073,0,0.5384,8
2073,1,0.4616,8
2074,0,0.2086,8
2074,1,0.7914,8
2075,0,0.5,8
2075,1,0.5,8
2076,0,0.3477,8
2076,1,0.6523,8
2077,0,0.5,8
2077,1,0.5,8
2078,0,0.6557,8
2078,1,0.3443,8
2079,0,0.4793,8
2079,1,0.5207,8
2080,0,0.7486,8
2080,1,0.2514,8
2081,0,0.7579,8
2081,1,0.2421,8
2082,0,0.5,8
2082,1,0.5,8
2083,0,0.6665,8
2083,1,0.3335,8
2084,0,0.6796,8
2084,1,0.3204,8
2085,0,0.7689,8
2085,1,0.2311,8
2086,0,0.5583,8
2086,1,0.4417,8
2087,0,0.5,8
2087,1,0.5,8
2088,0,0.5769,8
2088,1,0.4231,8
2089,0,0.2745,8
2089,1,0.7255,8
2090,0,0.7605,8
2090,1,0.2395,8
2091,0,0.2142,8
2091,1,0.7858,8
2092,0,0.4644,8
2092,1,0.5356,8
2093,0,0.7775,8
2093,1,0.2225,8
2094,0,0.3166,8
2094,1,0.6834,8
2095,0,0.4832,8
2095,1,0.5168,8
2096,0,0.4629,8
2096,1,0.5371,8
2097,0,0.3918,8
2097,1,0.6082,8
2098,0,0.3751,8
2098,1,0.6249,8
2099,0,0.2729,8
2099,1,0.7271,8
2100,0,0.733,8
2100,1,0.267,8
2101,0,0.3404,8
2101,1,0.6596,8
2102,0,0.6526,8
2102,1,0.3474,8
2103,0,0.438,8
2103,1,0.562,8
2104,0,0.295,8
2104,1,0.705,8
2105,0,0.6042,8
2105,1,0.3958,8
2106,0,0.2312,8
2106,1,0.7688,8
2107,0,0.7877,8
2107,1,0.2123,8
2108,0,0.5659,8
2108,1,0.4341,8
2109,0,0.5,8
2109,1,0.5,8
2110,0,0.3728,8
2110,1,0.6272,8
2111,0,0.3176,8
2111,1,0.6824,8
2112,0,0.359,8
2112,1,0.641,8
2113,0,0.6001,8
2113,1,0.3999,8
2114,0,0.6362,8
2114,1,0.3638,8
2115,0,0.1862,8
2115,1,0.8138,8
2116,0,0.3444,8
2116,1,0.6556,8
2117,0,0.2583,8
2117,1,0.7417,8
2118,0,0.3331,8
2118,1,0.6669,8
2119,0,0.3337,8
2119,1,0.6663,8
2120,0,0.1101,8
2120,1,0.8899,8
2121,0,0.5208,8
2121,1,0.4792,8
2122,0,0.6866,8
2122,1,0.3134,8
2123,0,0.3741,8
2123,1,0.6259,8
2124,0,0.2951,8
2124,1,0.7049,9
2125,0,0.1115,9
2125,1,0.8885,9
2126,0,0.6106,9
2126,1,0.3894,9
2127,0,0.5652,9
2127,1,0.4348,9
2128,0,0.3903,9
2128,1,0.6097,9
2129,0,0.5,9
2129,1,0.5,9
2130,0,0.5276,9
2130,1,0.4724,9
2131,0,0.6874,9
2131,1,0.3126,9
2132,0,0.2859,9
2132,1,0.7141,9
2133,0,0.6248,9
2133,1,0.3752,9
2134,0,0.4616,9
2134,1,0.5384,9
2135,0,0.4321,9
2135,1,0.5679,9
2136,0,0.4584,9
2136,1,0.5416,9
2137,0,0.8092,9
2137,1,0.1908,9
2138,0,0.7671,9
2138,1,0.2329,9
2139,0,0.71,9
2139,1,0.29,9
2140,0,0.6046,9
2140,1,0.3954,9
2141,0,0.6,9
2141,1,0.4,9
2142,0,0.6582,9
2142,1,0.3418,9
2143,0,0.456,9
2143,1,0.544,9
2144,0,0.5316,9
2144,1,0.4684,9
2145,0,0.1824,9
2145,1,0.8176,9
2146,0,0.458,9
2146,1,0.542,9
2147,0,0.3224,9
2147,1,0.6776,9
2148,0,0.447,9
2148,1,0.553,9
2149,0,0.6534,9
2149,1,0.3466,9
2150,0,0.6284,9
2150,1,0.3716,9
2151,0,0.4895,9
2151,1,0.5105,9
2152,0,0.7196,9
2152,1,0.2804,9
2153,0,0.5675,9
2153,1,0.4325,9
2154,0,0.8284,9
2154,1,0.1716,9
2155,0,0.75,9
2155,1,0.25,9
2156,0,0.6002,9
2156,1,0.3998,9
2157,0,0.5454,9
2157,1,0.4546,9
2158,0,0.3528,9
2158,1,0.6472,9
2159,0,0.4921,9
2159,1,0.5079,9
2160,0,0.2502,9
2160,1,0.7498,9
2161,0,0.5999,9
2161,1,0.4001,9
2162,0,0.4762,9
2162,1,0.5238,9
2163,0,0.4744,9
2163,1,0.5256,9
2164,0,0.6769,9
2164,1,0.3231,9
2165,0,0.5,9
2165,1,0.5,9
2166,0,0.5897,9
2166,1,0.4103,9
2167,0,0.6537,9
2167,1,0.3463,9
2168,0,0.8231,9
2168,1,0.1769,9
2169,0,0.9224,9
2169,1,0.0776,9
2170,0,0.7853,9
2170,1,0.2147,9
2171,0,0.3725,9
2171,1,0.6275,9
2172,0,0.5042,9
2172,1,0.4958,9
2173,0,0.8042,9
2173,1,0.1958,9
2174,0,0.7534,9
2174,1,0.2466,9
2175,0,0.5123,9
2175,1,0.4877,9
2176,0,0.3835,9
2176,1,0.6165,9
2177,0,0.6998,9
2177,1,0.3002,9
2178,0,0.3476,9
2178,1,0.6524,9
2179,0,0.5294,9
2179,1,0.4706,9
2180,0,0.5019,9
2180,1,0.4981,9
2181,0,0.5143,9
2181,1,0.4857,9
2182,0,0.4754,9
2182,1,0.5246,9
2183,0,0.3645,9
2183,1,0.6355,9
2184,0,0.3794,9
2184,1,0.6206,9
2185,0,0.5118,9
2185,1,0.4882,9
2186,0,0.0963,9
2186,1,0.9037,9
2187,0,0.1529,9
2187,1,0.8471,9
2188,0,0.3647,9
2188,1,0.6353,9
2189,0,0.5588,9
2189,1,0.4412,9
2190,0,0.4445,9
2190,1,0.5555,9
2191,0,0.3639,9
2191,1,0.6361,9
2192,0,0.6725,9
2192,1,0.3275,9
2193,0,0.3696,9
2193,1,0.6304,9
2194,0,0.643,9
2194,1,0.357,9
2195,0,0.3999,9
2195,1,0.6001,9
2196,0,0.357,9
2196,1,0.643,9
2197,0,0.6361,9
2197,1,0.3639,9
2198,0,0.7494,9
2198,1,0.2506,9
2199,0,0.4348,9
2199,1,0.5652,9
2200,0,0.6248,9
2200,1,0.3752,9
2201,0,0.0684,9
2201,1,0.9316,9
2202,0,0.3372,9
2202,1,0.6628,9
2203,0,0.1882,9
2203,1,0.8118,9
2204,0,0.1258,9
2204,1,0.8742,9
2205,0,0.2718,9
2205,1,0.7282,9
2206,0,0.5906,9
2206,1,0.4094,9
2207,0,0.2609,9
2207,1,0.7391,9
2208,0,0.5459,9
2208,1,0.4541,9
2209,0,0.1622,9
2209,1,0.8378,9
2210,0,0.5126,9
2210,1,0.4874,9
2211,0,0.6201,9
2211,1,0.3799,9
2212,0,0.2256,9
2212,1,0.7744,9
2213,0,0.2329,9
2213,1,0.7671,9
2214,0,0.517,9
2214,1,0.483,9
2215,0,0.4849,9
2215,1,0.5151,9
2216,0,0.4001,9
2216,1,0.5999,9
2217,0,0.5154,9
2217,1,0.4846,9
2218,0,0.308,9
2218,1,0.692,9
2219,0,0.3228,9
2219,1,0.6772,9
2220,0,0.3463,9
2220,1,0.6537,9
2221,0,0.6115,9
2221,1,0.3885,9
2222,0,0.4453,9
2222,1,0.5547,9
2223,0,0.2736,9
2223,1,0.7264,9
2224,0,0.1238,9
2224,1,0.8762,9
2225,0,0.0643,9
2225,1,0.9357,9
2226,0,0.0927,9
2226,1,0.9073,9
2227,0,0.2462,9
2227,1,0.7538,9
2228,0,0.2669,9
2228,1,0.7331,9
2229,0,0.3391,9
2229,1,0.6609,9
2230,0,0.4001,9
2230,1,0.5999,9
2231,0,0.2342,9
2231,1,0.7658,9
2232,0,0.6059,9
2232,1,0.3941,9
2233,0,0.5395,9
2233,1,0.4605,9
2234,0,0.4878,9
2234,1,0.5122,9
2235,0,0.2224,9
2235,1,0.7776,9
2236,0,0.1203,9
2236,1,0.8797,9
2237,0,0.4127,9
2237,1,0.5873,9
2238,0,0.56,9
2238,1,0.44,9
2239,0,0.3522,9
2239,1,0.6478,9
2240,0,0.2502,9
2240,1,0.7498,9
2241,0,0.353,9
2241,1,0.647,9
2242,0,0.4209,9
2242,1,0.5791,9
2243,0,0.6096,9
2243,1,0.3904,9
2244,0,0.1544,9
2244,1,0.8456,9
2245,0,0.3919,9
2245,1,0.6081,9
2246,0,0.6466,9
2246,1,0.3534,9
2247,0,0.4194,9
2247,1,0.5806,9
2248,0,0.4002,9
2248,1,0.5998,9
2249,0,0.2147,9
2249,1,0.7853,9
2250,0,0.4691,9
2250,1,0.5309,9
2251,0,0.2525,9
2251,1,0.7475,9
2252,0,0.367,9
2252,1,0.633,9
2253,0,0.5129,9
2253,1,0.4871,9
2254,0,0.4652,9
2254,1,0.5348,10
2255,0,0.3336,10
2255,1,0.6664,10
2256,0,0.5518,10
2256,1,0.4482,10
2257,0,0.4546,10
2257,1,0.5454,10
2258,0,0.2629,10
2258,1,0.7371,10
2259,0,0.3934,10
2259,1,0.6066,10
2260,0,0.6166,10
2260,1,0.3834,10
2261,0,0.8178,10
2261,1,0.1822,10
2262,0,0.1678,10
2262,1,0.8322,10
2263,0,0.4075,10
2263,1,0.5925,10
2264,0,0.6258,10
2264,1,0.3742,10
2265,0,0.8745,10
2265,1,0.1255,10
2266,0,0.4468,10
2266,1,0.5532,10
2267,0,0.6499,10
2267,1,0.3501,10
2268,0,0.7853,10
2268,1,0.2147,10
2269,0,0.5938,10
2269,1,0.4062,10
2270,0,0.8329,10
2270,1,0.1671,10
2271,0,0.647,10
2271,1,0.353,10
2272,0,0.5375,10
2272,1,0.4625,10
2273,0,0.45,10
2273,1,0.55,10
2274,0,0.8151,10
2274,1,0.1849,10
2275,0,0.7264,10
2275,1,0.2736,10
2276,0,0.4303,10
2276,1,0.5697,10
2277,0,0.112,10
2277,1,0.888,10
2278,0,0.1669,10
2278,1,0.8331,10
2279,0,0.4075,10
2279,1,0.5925,10
2280,0,0.659,10
2280,1,0.341,10
2281,0,0.2758,10
2281,1,0.7242,10
2282,0,0.4851,10
2282,1,0.5149,10
2283,0,0.4347,10
2283,1,0.5653,10
2284,0,0.2731,10
2284,1,0.7269,10
2285,0,0.246,10
2285,1,0.754,10
2286,0,0.5144,10
2286,1,0.4856,10
2287,0,0.5985,10
2287,1,0.4015,10
2288,0,0.3058,10
2288,1,0.6942,10
2289,0,0.2917,10
2289,1,0.7083,10
2290,0,0.5238,10
2290,1,0.4762,10
2291,0,0.4249,10
2291,1,0.5751,10
2292,0,0.4804,10
2292,1,0.5196,10
2293,0,0.8297,10
2293,1,0.1703,10
2294,0,0.9734,10
2294,1,0.0266,10
2295,0,0.4625,10
2295,1,0.5375,10
2296,0,0.7222,10
2296,1,0.2778,10
2297,0,0.7713,10
2297,1,0.2287,10
2298,0,0.3127,10
2298,1,0.6873,10
2299,0,0.6733,10
2299,1,0.3267,10
2300,0,0.4139,10
2300,1,0.5861,10
2301,0,0.4527,10
2301,1,0.5473,10
2302,0,0.4916,10
2302,1,0.5084,10
2303,0,0.5245,10
2303,1,0.4755,10
2304,0,0.5495,10
2304,1,0.4505,10
2305,0,0.4184,10
2305,1,0.5816,10
2306,0,0.5,10
2306,1,0.5,10
2307,0,0.6759,10
2307,1,0.3241,10
2308,0,0.5476,10
2308,1,0.4524,10
2309,0,0.998,10
2309,1,0.002,10
2310,0,0.5484,10
2310,1,0.4516,10
2311,0,0.8121,10
2311,1,0.1879,10
2312,0,0.5792,10
2312,1,0.4208,10
2313,0,0.3228,10
2313,1,0.6772,10
2314,0,0.7856,10
2314,1,0.2144,10
2315,0,0.4302,10
2315,1,0.5698,10
2316,0,0.5739,10
2316,1,0.4261,10
2317,0,0.4681,10
2317,1,0.5319,10
2318,0,0.4252,10
2318,1,0.5748,10
2319,0,0.4163,10
2319,1,0.5837,10
2320,0,0.5849,10
2320,1,0.4151,10
2321,0,0.5201,10
2321,1,0.4799,10
2322,0,0.3925,10
2322,1,0.6075,10
2323,0,0.3033,10
2323,1,0.6967,10
2324,0,0.7575,10
2324,1,0.2425,10
2325,0,0.4348,10
2325,1,0.5652,10
2326,0,0.4815,10
2326,1,0.5185,10
2327,0,0.4331,10
2327,1,0.5669,10
2328,0,0.7025,10
2328,1,0.2975,10
2329,0,0.706,10
2329,1,0.294,10
2330,0,0.7036,10
2330,1,0.2964,10
2331,0,0.5769,10
2331,1,0.4231,10
2332,0,0.4635,10
2332,1,0.5365,10
2333,0,0.6867,10
2333,1,0.3133,10
2334,0,0.4066,10
2334,1,0.5934,10
2335,0,0.5794,10
2335,1,0.4206,10
2336,0,0.7542,10
2336,1,0.2458,10
2337,0,0.5006,10
2337,1,0.4994,10
2338,0,0.7271,10
2338,1,0.2729,10
2339,0,0.4685,10
2339,1,0.5315,10
2340,0,0.2868,10
2340,1,0.7132,10
2341,0,0.4403,10
2341,1,0.5597,10
2342,0,0.2161,10
2342,1,0.7839,10
2343,0,0.2294,10
2343,1,0.7706,10
2344,0,0.4194,10
2344,1,0.5806,10
2345,0,0.473,10
2345,1,0.527,10
2346,0,0.4865,10
2346,1,0.5135,10
2347,0,0.7584,10
2347,1,0.2416,10
2348,0,0.5294,10
2348,1,0.4706,10
2349,0,0.9994,10
2349,1,0.0006,10
2350,0,0.7256,10
2350,1,0.2744,10
2351,0,0.8329,10
2351,1,0.1671,10
2352,0,0.2964,10
2352,1,0.7036,10
2353,0,0.4856,10
2353,1,0.5144,10
2354,0,0.231,10
2354,1,0.769,10
2355,0,0.4129,10
2355,1,0.5871,10
2356,0,0.2006,10
2356,1,0.7994,10
2357,0,0.3603,10
2357,1,0.6397,10
2358,0,0.5161,10
2358,1,0.4839,10
2359,0,0.6578,10
2359,1,0.3422,10
2360,0,0.5217,10
2360,1,0.4783,10
2361,0,0.7787,10
2361,1,0.2213,10
2362,0,0.5879,10
2362,1,0.4121,10
2363,0,0.4737,10
2363,1,0.5263,10
2364,0,0.6153,10
2364,1,0.3847,10
2365,0,0.6305,10
2365,1,0.3695,10
2366,0,0.575,10
2366,1,0.425,10
2367,0,0.5069,10
2367,1,0.4931,10
2368,0,0.3577,10
2368,1,0.6423,10
2369,0,0.5019,11
2369,1,0.4981,11
2370,0,0.658,11
2370,1,0.342,11
2371,0,0.6494,11
2371,1,0.3506,11
2372,0,0.2939,11
2372,1,0.7061,11
2373,0,0.8561,11
2373,1,0.1439,11
2374,0,0.591,11
2374,1,0.409,11
2375,0,0.7,11
2375,1,0.3,11
2376,0,0.9986,11
2376,1,0.0014,11
2377,0,0.2003,11
2377,1,0.7997,11
2378,0,0.5,11
2378,1,0.5,11
2379,0,0.6362,11
2379,1,0.3638,11
2380,0,0.714,11
2380,1,0.286,11
2381,0,0.7017,11
2381,1,0.2983,11
2382,0,0.769,11
2382,1,0.231,11
2383,0,0.7892,11
2383,1,0.2108,11
2384,0,0.5238,11
2384,1,0.4762,11
2385,0,0.7366,11
2385,1,0.2634,11
2386,0,0.7141,11
2386,1,0.2859,11
2387,0,0.425,11
2387,1,0.575,11
2388,0,0.2071,11
2388,1,0.7929,11
2389,0,0.2,11
2389,1,0.8,11
2390,0,0.2176,11
2390,1,0.7824,11
2391,0,0.6248,11
2391,1,0.3752,11
2392,0,0.6922,11
2392,1,0.3078,11
2393,0,0.7897,11
2393,1,0.2103,11
2394,0,0.5662,11
2394,1,0.4338,11
2395,0,0.5666,11
2395,1,0.4334,11
2396,0,0.6462,11
2396,1,0.3538,11
2397,0,0.9298,11
2397,1,0.0702,11
2398,0,0.6253,11
2398,1,0.3747,11
2399,0,0.8561,11
2399,1,0.1439,11
2400,0,0.7491,11
2400,1,0.2509,11
2401,0,0.6519,11
2401,1,0.3481,11
2402,0,0.8417,11
2402,1,0.1583,11
2403,0,0.4168,11
2403,1,0.5832,11
2404,0,0.6747,11
2404,1,0.3253,11
2405,0,0.3446,11
2405,1,0.6554,11
2406,0,0.674,11
2406,1,0.326,11
2407,0,0.4991,11
2407,1,0.5009,11
2408,0,0.6893,11
2408,1,0.3107,11
2409,0,0.4002,11
2409,1,0.5998,11
2410,0,0.5908,11
2410,1,0.4092,11
2411,0,0.5998,11
2411,1,0.4002,11
2412,0,0.6606,11
2412,1,0.3394,11
2413,0,0.2964,11
2413,1,0.7036,11
2414,0,0.5333,11
2414,1,0.4667,11
2415,0,0.7453,11
2415,1,0.2547,11
2416,0,0.4071,11
2416,1,0.5929,11
2417,0,0.8281,11
2417,1,0.1719,11
2418,0,0.6499,11
2418,1,0.3501,11
2419,0,0.643,11
2419,1,0.357,11
2420,0,0.7267,11
2420,1,0.2733,11
2421,0,0.7366,11
2421,1,0.2634,11
2422,0,0.7008,11
2422,1,0.2992,11
2423,0,0.8476,11
2423,1,0.1524,11
2424,0,0.454,11
2424,1,0.546,11
2425,0,0.7048,11
2425,1,0.2952,11
2426,0,0.6668,11
2426,1,0.3332,11
2427,0,0.5898,11
2427,1,0.4102,11
2428,0,0.6394,11
2428,1,0.3606,11
2429,0,0.743,11
2429,1,0.257,11
2430,0,0.7102,11
2430,1,0.2898,11
2431,0,0.5,11
2431,1,0.5,11
2432,0,0.6602,11
2432,1,0.3398,11
2433,0,0.769,11
2433,1,0.231,11
2434,0,0.6038,11
2434,1,0.3962,11
2435,0,0.5276,11
2435,1,0.4724,11
2436,0,0.6447,11
2436,1,0.3553,11
2437,0,0.7271,11
2437,1,0.2729,11
2438,0,0.6427,11
2438,1,0.3573,11
2439,0,0.692,11
2439,1,0.308,11
2440,0,0.4916,11
2440,1,0.5084,11
2441,0,0.8747,11
2441,1,0.1253,11
2442,0,0.2986,11
2442,1,0.7014,11
2443,0,0.8662,11
2443,1,0.1338,11
2444,0,0.5292,11
2444,1,0.4708,11
2445,0,0.5947,11
2445,1,0.4053,11
2446,0,0.6548,11
2446,1,0.3452,11
2447,0,0.5263,11
2447,1,0.4737,11
2448,0,0.2202,11
2448,1,0.7798,11
2449,0,0.4446,11
2449,1,0.5554,11
2450,0,0.7748,11
2450,1,0.2252,11
2451,0,0.7571,11
2451,1,0.2429,11
2452,0,0.7258,11
2452,1,0.2742,11
2453,0,0.5789,11
2453,1,0.4211,11
2454,0,0.2224,11
2454,1,0.7776,11
2455,0,0.1767,11
2455,1,0.8233,11
2456,0,0.323,11
2456,1,0.677,11
2457,0,0.3188,11
2457,1,0.6812,11
2458,0,0.3214,11
2458,1,0.6786,11
2459,0,0.4443,11
2459,1,0.5557,11
2460,0,0.1559,11
2460,1,0.8441,11
2461,0,0.1769,11
2461,1,0.8231,11
2462,0,0.5789,11
2462,1,0.4211,11
2463,0,0.3656,11
2463,1,0.6344,11
2464,0,0.6549,11
2464,1,0.3451,11
2465,0,0.7056,11
2465,1,0.2944,11
2466,0,0.7998,11
2466,1,0.2002,11
2467,0,0.5007,11
2467,1,0.4993,11
2468,0,0.9986,11
2468,1,0.0014,11
2469,0,0.8633,11
2469,1,0.1367,11
2470,0,0.4596,11
2470,1,0.5404,11
2471,0,0.3862,11
2471,1,0.6138,11
2472,0,0.4738,11
2472,1,0.5262,11
2473,0,0.2694,11
2473,1,0.7306,11
2474,0,0.2421,11
2474,1,0.7579,11
2475,0,0.6419,11
2475,1,0.3581,11
2476,0,0.6542,11
2476,1,0.3458,11
2477,0,0.676,11
2477,1,0.324,11
2478,0,0.7183,11
2478,1,0.2817,11
2479,0,0.3337,11
2479,1,0.6663,11
2480,0,0.5683,11
2480,1,0.4317,11
2481,0,0.3497,11
2481,1,0.6503,11
2482,0,0.3882,11
2482,1,0.6118,11
2483,0,0.4001,11
2483,1,0.5999,11
2484,0,0.5128,11
2484,1,0.4872,11
2485,0,0.5949,11
2485,1,0.4051,11
2486,0,0.2902,11
2486,1,0.7098,11
2487,0,0.8233,11
2487,1,0.1767,11
2488,0,0.4067,11
2488,1,0.5933,11
2489,0,0.6499,11
2489,1,0.3501,11
2490,0,0.4481,11
2490,1,0.5519,11
2491,0,0.5586,11
2491,1,0.4414,11
2492,0,0.3554,11
2492,1,0.6446,11
2493,0,0.2114,11
2493,1,0.7886,11
2494,0,0.3968,11
2494,1,0.6032,11
2495,0,0.2495,11
2495,1,0.7505,11
2496,0,0.4445,11
2496,1,0.5555,11
2497,0,0.3001,11
2497,1,0.6999,11
2498,0,0.2616,11
2498,1,0.7384,11
2499,0,0.2563,11
2499,1,0.7437,11
2500,0,0.5757,11
2500,1,0.4243,11
2501,0,0.3811,11
2501,1,0.6189,11
2502,0,0.4183,11
2502,1,0.5817,11
2503,0,0.6784,11
2503,1,0.3216,11
2504,0,0.7689,11
2504,1,0.2311,11
2505,0,0.5538,11
2505,1,0.4462,11
2506,0,0.5185,11
2506,1,0.4815,11
2507,0,0.7383,11
2507,1,0.2617,11
2508,0,0.2356,11
2508,1,0.7644,11
2509,0,0.7496,11
2509,1,0.2504,11
2510,0,0.6873,11
2510,1,0.3127,11
2511,0,0.3867,11
2511,1,0.6133,11
2512,0,0.4358,11
2512,1,0.5642,11
2513,0,0.4113,11
2513,1,0.5887,11
2514,0,0.6509,11
2514,1,0.3491,11
2515,0,0.7212,11
2515,1,0.2788,11
2516,0,0.3387,11
2516,1,0.6613,11
2517,0,0.3469,11
2517,1,0.6531,11
2518,0,0.8109,11
2518,1,0.1891,11
2519,0,0.4711,11
2519,1,0.5289,11
2520,0,0.998,11
2520,1,0.002,11
2521,0,0.5882,11
2521,1,0.4118,11
2522,0,0.6763,11
2522,1,0.3237,11
2523,0,0.6665,11
2523,1,0.3335,11
2524,0,0.6099,11
2524,1,0.3901,11
2525,0,0.6033,11
2525,1,0.3967,11
2526,0,0.6116,11
2526,1,0.3884,11
2527,0,0.3429,11
2527,1,0.6571,11
2528,0,0.3393,11
